Midpoint LowerLim UpperLim Count ProbabilityDensity
-1.495 -1.5 0.01 0 0
-1.485 -1.49 0.02 1 5.73513e-07
-1.475 -1.48 0.03 0 0
-1.465 -1.47 0.04 0 0
-1.455 -1.46 0.05 0 0
-1.445 -1.45 0.06 0 0
-1.435 -1.44 0.07 0 0
-1.425 -1.43 0.08 0 0
-1.415 -1.42 0.09 0 0
-1.405 -1.41 0.1 1 5.73513e-07
-1.395 -1.4 0.11 0 0
-1.385 -1.39 0.12 0 0
-1.375 -1.38 0.13 0 0
-1.365 -1.37 0.14 0 0
-1.355 -1.36 0.15 0 0
-1.345 -1.35 0.16 0 0
-1.335 -1.34 0.17 0 0
-1.325 -1.33 0.18 0 0
-1.315 -1.32 0.19 0 0
-1.305 -1.31 0.2 0 0
-1.295 -1.3 0.21 0 0
-1.285 -1.29 0.22 0 0
-1.275 -1.28 0.23 0 0
-1.265 -1.27 0.24 0 0
-1.255 -1.26 0.25 1 5.73513e-07
-1.245 -1.25 0.26 1 5.73513e-07
-1.235 -1.24 0.27 0 0
-1.225 -1.23 0.28 0 0
-1.215 -1.22 0.29 0 0
-1.205 -1.21 0.3 0 0
-1.195 -1.2 0.31 0 0
-1.185 -1.19 0.32 0 0
-1.175 -1.18 0.33 0 0
-1.165 -1.17 0.34 0 0
-1.155 -1.16 0.35 0 0
-1.145 -1.15 0.36 1 5.73513e-07
-1.135 -1.14 0.37 0 0
-1.125 -1.13 0.38 0 0
-1.115 -1.12 0.39 0 0
-1.105 -1.11 0.4 0 0
-1.095 -1.1 0.41 0 0
-1.085 -1.09 0.42 0 0
-1.075 -1.08 0.43 0 0
-1.065 -1.07 0.44 1 5.73513e-07
-1.055 -1.06 0.45 0 0
-1.045 -1.05 0.46 0 0
-1.035 -1.04 0.47 1 5.73513e-07
-1.025 -1.03 0.48 2 1.14703e-06
-1.015 -1.02 0.49 2 1.14703e-06
-1.005 -1.01 0.5 1 5.73513e-07
-0.995 -1 0.51 1 5.73513e-07
-0.985 -0.99 0.52 2 1.14703e-06
-0.975 -0.98 0.53 2 1.14703e-06
-0.965 -0.97 0.54 0 0
-0.955 -0.96 0.55 1 5.73513e-07
-0.945 -0.95 0.56 1 5.73513e-07
-0.935 -0.94 0.57 1 5.73513e-07
-0.925 -0.93 0.58 1 5.73513e-07
-0.915 -0.92 0.59 2 1.14703e-06
-0.905 -0.91 0.6 2 1.14703e-06
-0.895 -0.9 0.61 2 1.14703e-06
-0.885 -0.89 0.62 0 0
-0.875 -0.88 0.63 3 1.72054e-06
-0.865 -0.87 0.64 2 1.14703e-06
-0.855 -0.86 0.65 4 2.29405e-06
-0.845 -0.85 0.66 2 1.14703e-06
-0.835 -0.84 0.67 1 5.73513e-07
-0.825 -0.83 0.68 1 5.73513e-07
-0.815 -0.82 0.69 0 0
-0.805 -0.81 0.7 2 1.14703e-06
-0.795 -0.8 0.71 4 2.29405e-06
-0.785 -0.79 0.72 4 2.29405e-06
-0.775 -0.78 0.73 2 1.14703e-06
-0.765 -0.77 0.74 3 1.72054e-06
-0.755 -0.76 0.75 2 1.14703e-06
-0.745 -0.75 0.76 7 4.01459e-06
-0.735 -0.74 0.77 6 3.44108e-06
-0.725 -0.73 0.78 3 1.72054e-06
-0.715 -0.72 0.79 6 3.44108e-06
-0.705 -0.71 0.8 3 1.72054e-06
-0.695 -0.7 0.81 4 2.29405e-06
-0.685 -0.69 0.82 7 4.01459e-06
-0.675 -0.68 0.83 11 6.30864e-06
-0.665 -0.67 0.84 9 5.16161e-06
-0.655 -0.66 0.85 7 4.01459e-06
-0.645 -0.65 0.86 3 1.72054e-06
-0.635 -0.64 0.87 10 5.73513e-06
-0.625 -0.63 0.88 7 4.01459e-06
-0.615 -0.62 0.89 12 6.88215e-06
-0.605 -0.61 0.9 14 8.02918e-06
-0.595 -0.6 0.91 15 8.60269e-06
-0.585 -0.59 0.92 20 1.14703e-05
-0.575 -0.58 0.93 14 8.02918e-06
-0.565 -0.57 0.94 13 7.45566e-06
-0.555 -0.56 0.95 11 6.30864e-06
-0.545 -0.55 0.96 29 1.66319e-05
-0.535 -0.54 0.97 29 1.66319e-05
-0.525 -0.53 0.98 16 9.1762e-06
-0.515 -0.52 0.99 36 2.06465e-05
-0.505 -0.51 1 30 1.72054e-05
-0.495 -0.5 1.01 33 1.89259e-05
-0.485 -0.49 1.02 42 2.40875e-05
-0.475 -0.48 1.03 54 3.09697e-05
-0.465 -0.47 1.04 66 3.78518e-05
-0.455 -0.46 1.05 63 3.61313e-05
-0.445 -0.45 1.06 59 3.38372e-05
-0.435 -0.44 1.07 82 4.7028e-05
-0.425 -0.43 1.08 82 4.7028e-05
